"gene.symbol","description","entrezgene"
"S1PR4","sphingosine 1-phosphate receptor 4 [KO:K04293]","430495"
NA,"leukotriene B4 receptor 1 isoform X2 [KO:K04296]","101751902"
"MAS1","proto-oncogene Mas [KO:K04303]","428594"
"RLN3","relaxin 3 precursor [KO:K22000]","427223"
"INSL5","insulin-like peptide INSL5 [KO:K22001]","101750281"
"RXFP1","relaxin receptor 1 isoform X2 [KO:K04306]","422415"
"RXFP2","relaxin receptor 1 [KO:K04306]","428695"
"RXFP3","relaxin-3 receptor 1 [KO:K08397]","431664"
"CYSLTR1","cysteinyl leukotriene receptor 1 isoform X3 [KO:K04322]","428691"
"CYSLTR2","cysteinyl leukotriene receptor 2 [KO:K04323]","428071"
"IAPP","islet amyloid polypeptide precursor [KO:K08039]","396362"
"CALCR","calcitonin receptor [KO:K04576]","428425"
"CRH","corticoliberin precursor [KO:K05256]","404297"
NA,"corticoliberin isoform X1 [KO:K05256]","107054855"
"UCN","urocortin [KO:K23142]","107053154"
"UCN3","urocortin-3 [KO:K05257]","769274"
"CRHR1","corticotropin-releasing factor receptor 1 precursor [KO:K04578]","374218"
"CRHR2","corticotropin-releasing factor receptor 2 [KO:K04579]","395105"
"GIP","gastric inhibitory polypeptide precursor [KO:K05258]","419989"
"GIPR","gastric inhibitory polypeptide receptor [KO:K04580]","100858765"
"GCG","glucagon isoform 1 preproprotein [KO:K05259]","396196"
"GCGR","glucagon receptor precursor [KO:K04583]","425670"
NA,"glucagon receptor-like precursor [KO:K04583]","772096"
"GLP1R","glucagon-like peptide 1 receptor precursor [KO:K04581]","428573"
"GLP2R","glucagon-like peptide 2 receptor precursor [KO:K04582]","427787"
"GHRHR","growth hormone-releasing hormone receptor isoform 1 precursor [KO:K04584]","420385"
"PTH","parathyroid hormone preproprotein [KO:K05261]","396436"
"PTH1R","parathyroid hormone/parathyroid hormone-related peptide receptor precursor [KO:K04585]","420401"
"PTHRL","parathyroid hormone/parathyroid hormone-related peptide receptor [KO:K04585]","428277"
"ADCYAP1","glucagon family neuropeptides precursor [KO:K05262]","408251"
"ADCYAP1R1","pituitary adenylate cyclase-activating polypeptide type I receptor precursor [KO:K04587]","420386"
"SCTR","secretin receptor precursor [KO:K04588]","770943"
"VIP","VIP peptides isoform 2 preproprotein [KO:K05264]","396323"
"VIPR1","vasoactive intestinal polypeptide receptor 1 precursor [KO:K04589]","395329"
"GHRHR-LR","vasoactive intestinal polypeptide receptor 1 [KO:K04589]","428397"
NA,"growth hormone releasing hormone receptor precursor [KO:K04589]","771308"
"VIPR2","vasoactive intestinal polypeptide receptor 2 precursor [KO:K04590]","420453"
"GRM2","metabotropic glutamate receptor 2 [KO:K04605]","427575"
"GRM3","metabotropic glutamate receptor 3 [KO:K04605]","418644"
"GRM4","metabotropic glutamate receptor 4 [KO:K04607]","419906"
"GRM7","metabotropic glutamate receptor 7 isoform X2 [KO:K04608]","416112"
"GRM8","metabotropic glutamate receptor 8 isoform X1 [KO:K04608]","427853"
"GABBR2","gamma-aminobutyric acid type B receptor subunit 2 [KO:K04615]","420979"
"GPR156","probable G-protein coupled receptor 156 isoform X3 [KO:K04617]","418333"
"GRIN1","glutamate receptor ionotropic, NMDA 1 precursor [KO:K05208]","404296"
"GRIN2A","glutamate receptor ionotropic, NMDA 2A isoform X2 [KO:K05209]","427678"
"GRIN2B","glutamate receptor ionotropic, NMDA 2B [KO:K05210]","417965"
"GRIN2C","glutamate receptor ionotropic, NMDA 2C isoform X1 [KO:K05211]","431090"
"GRIN3A","glutamate receptor ionotropic, NMDA 3A [KO:K05213]","769001"
"GRIN3B","glutamate receptor ionotropic, NMDA 3B isoform X1 [KO:K05214]","429171"
"GABRA1","gamma-aminobutyric acid receptor subunit alpha-1 precursor [KO:K05175]","374214"
"GABRA2","gamma-aminobutyric acid receptor subunit alpha-2 isoform X2 [KO:K05175]","770511"
"GABRA3","gamma-aminobutyric acid receptor subunit alpha-3 isoform X2 [KO:K05175]","422289"
"GABRA4","gamma-aminobutyric acid receptor subunit alpha-4 isoform X1 [KO:K05175]","422770"
"GABRA5","gamma-aminobutyric acid receptor subunit alpha-5 [KO:K05175]","418684"
"GABRA6","gamma-aminobutyric acid receptor subunit alpha-6 precursor [KO:K05175]","395931"
"GABRB3","gamma-aminobutyric acid receptor subunit beta-3 precursor [KO:K05181]","396290"
"GABRB2","gamma-aminobutyric acid receptor subunit beta-2 precursor [KO:K05181]","414890"
"GABRD","gamma-aminobutyric acid receptor subunit delta isoform X1 [KO:K05184]","770710"
"GABRE","gamma-aminobutyric acid receptor subunit gamma-4 precursor [KO:K05185]","396173"
"GABRG1","gamma-aminobutyric acid receptor subunit gamma-1 isoform X3 [KO:K05186]","422771"
"GABRG2","gamma-aminobutyric acid receptor subunit gamma-2 precursor [KO:K05186]","396289"
"GABRG3","gamma-aminobutyric acid receptor subunit gamma-3 [KO:K05186]","770097"
"GABRP","gamma-aminobutyric acid receptor subunit pi [KO:K05189]","416174"
NA,"gamma-aminobutyric acid receptor subunit pi isoform X1 [KO:K05189]","428967"
"GABRR1","gamma-aminobutyric acid receptor subunit rho-1 isoform X1 [KO:K05190]","428632"
"GABRR2","gamma-aminobutyric acid receptor subunit rho-2 isoform X2 [KO:K05190]","421815"
"GABRR3","gamma-aminobutyric acid receptor subunit rho-3 [KO:K05190]","430981"
"GABRQ","gamma-aminobutyric acid receptor subunit beta-4 isoform 1 precursor [KO:K05192]","396288"
"CHRNA1","acetylcholine receptor subunit alpha precursor [KO:K04803]","395608"
"CHRNA2","neuronal acetylcholine receptor subunit alpha-2 precursor [KO:K04804]","395607"
"CHRNA3","neuronal acetylcholine receptor subunit alpha-3 precursor [KO:K04805]","386578"
"CHRNA4","neuronal acetylcholine receptor subunit alpha-4 precursor [KO:K04806]","395606"
"CHRNA5","neuronal acetylcholine receptor subunit alpha-5 precursor [KO:K04807]","386577"
"CHRNA6","neuronal acetylcholine receptor subunit alpha-6 precursor [KO:K04808]","396321"
"CHRNA7","neuronal acetylcholine receptor subunit alpha-7 precursor [KO:K04809]","374001"
"CHRNA7L","neuronal acetylcholine receptor subunit alpha-7-like [KO:K04809]","396120"
"CHRNA9","neuronal acetylcholine receptor subunit alpha-9 precursor [KO:K04810]","395522"
"CHRNA10","neuronal acetylcholine receptor subunit alpha-10 precursor [KO:K04811]","430628"
"ACHRB","acetylcholine receptor subunit beta [KO:K04812]","386576"
"CHRNB2","neuronal acetylcholine receptor subunit beta-2 precursor [KO:K04813]","395605"
"CHRNB3","neuronal acetylcholine receptor subunit beta-3 precursor [KO:K04814]","395604"
"CHRNB4","neuronal acetylcholine receptor subunit beta-4 precursor [KO:K04815]","395613"
"CHRND","acetylcholine receptor subunit delta precursor [KO:K04816]","424940"
"CHRNG","acetylcholine receptor subunit gamma precursor [KO:K04818]","429151"
"P2RX1","P2X purinoceptor 1 [KO:K05215]","395190"
"P2RX2","P2X purinoceptor 2 [KO:K05216]","101749217"
"PGR2/3","P2X purinoceptor 3 precursor [KO:K05217]","423134"
"P2RX4","P2X purinoceptor 4 [KO:K05218]","374166"
"P2RX5","P2X purinoceptor 5 [KO:K05219]","395507"
"P2RX6","P2X purinoceptor 6 isoform X3 [KO:K05221]","429367"
"GRIA1","glutamate receptor 1 precursor [KO:K05197]","414893"
"GRIA2","glutamate receptor 2 isoform 1 precursor [KO:K05198]","414894"
"GRIA3","glutamate receptor 3 isoform 1 precursor [KO:K05199]","396138"
"GRIA4","glutamate receptor 4 isoform 1 precursor [KO:K05200]","396137"
"GRIK1","glutamate receptor ionotropic, kainate 1 isoform X1 [KO:K05201]","418489"
"GRIK2","glutamate receptor ionotropic, kainate 2 isoform X1 [KO:K05202]","428628"
"GRIK3","glutamate receptor ionotropic, kainate 3 isoform X2 [KO:K05203]","419619"
"GRIK4","glutamate receptor ionotropic, kainate 4 [KO:K05204]","419751"
"GRID1","glutamate receptor ionotropic, delta-1 isoform X5 [KO:K05206]","428934"
"GRID2","glutamate receptor ionotropic, delta-2 isoform X1 [KO:K05207]","422520"
"GLRA1","glycine receptor subunit alpha-1 isoform X1 [KO:K05193]","427637"
"GLRA2","glycine receptor subunit alpha-2 isoform X3 [KO:K05194]","772019"
"GLRA3","glycine receptor subunit alpha-3 isoform X2 [KO:K05195]","422568"
"GLRB","glycine receptor subunit beta isoform X2 [KO:K05196]","422411"
"TRPV1","transient receptor potential cation channel subfamily V member 1 [KO:K05222]","395259"
"TSPO","translocator protein [KO:K05770]","418226"
"NR3C1","glucocorticoid receptor [KO:K05771]","416343"
"GH","somatotropin precursor [KO:K05438]","378781"
"GHR","growth hormone receptor precursor [KO:K05080]","408184"
"THRA","thyroid hormone receptor alpha [KO:K05547]","396251"
"THRB","thyroid hormone receptor beta isoform 1 [KO:K08362]","396431"
"PRL","prolactin precursor [KO:K05439]","396453"
"PRLR","prolactin receptor precursor [KO:K05081]","395660"
"PI4KA","phosphatidylinositol 4-kinase alpha isoform X1 [KO:K00888] [EC:2.7.1.67]","416767"
"PI4KB","phosphatidylinositol 4-kinase beta isoform X1 [KO:K19801] [EC:2.7.1.67]","100859723"
"PI4K2B","phosphatidylinositol 4-kinase type 2-beta [KO:K13711] [EC:2.7.1.67]","422807"
"PI4K2A","phosphatidylinositol 4-kinase type 2-alpha [KO:K13711] [EC:2.7.1.67]","425291"
"SACM1L","phosphatidylinositide phosphatase SAC1 isoform 1 [KO:K21797] [EC:3.1.3.-]","420700"
"INPP5F","phosphatidylinositide phosphatase SAC2 isoform X2 [KO:K21798] [EC:3.1.3.-]","423932"
"INPP5B","type II inositol 1,4,5-trisphosphate 5-phosphatase isoform X1 [KO:K01099] [EC:3.1.3.36]","419609"
"OCRL","inositol polyphosphate 5-phosphatase OCRL-1 isoform X1 [KO:K01099] [EC:3.1.3.36]","422136"
"INPP5E","72 kDa inositol polyphosphate 5-phosphatase [KO:K20278] [EC:3.1.3.36]","417135"
"SYNJ1","synaptojanin-1 isoform X1 [KO:K20279] [EC:3.1.3.36]","418498"
"SYNJ2","synaptojanin-2 isoform X1 [KO:K20279] [EC:3.1.3.36]","421656"
"INPP5D","phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 1 isoform X1 [KO:K03084] [EC:3.1.3.86]","424745"
"INPP4B","type II inositol 3,4-bisphosphate 4-phosphatase isoform X4 [KO:K01109] [EC:3.1.3.66]","422454"
"INPP4A","type I inositol 3,4-bisphosphate 4-phosphatase isoform X1 [KO:K01109] [EC:3.1.3.66]","418690"
"MTM1","myotubularin isoform X1 [KO:K01108] [EC:3.1.3.95 3.1.3.64]","422388"
"MTMR2","myotubularin-related protein 2 [KO:K18081] [EC:3.1.3.95 3.1.3.64]","418992"
"MTMR1","myotubularin-related protein 1 isoform X2 [KO:K18081] [EC:3.1.3.95 3.1.3.64]","422387"
"MTMR6","myotubularin-related protein 6 isoform X2 [KO:K18083] [EC:3.1.3.95 3.1.3.64]","418938"
"MTMR8","myotubularin-related protein 8 [KO:K18083] [EC:3.1.3.95 3.1.3.64]","422312"
"MTMR7","myotubularin-related protein 7 isoform X2 [KO:K18083] [EC:3.1.3.95 3.1.3.64]","422731"
"PIP4P2","type 2 phosphatidylinositol 4,5-bisphosphate 4-phosphatase [KO:K13084] [EC:3.1.3.78]","420221"
"PIK3C2G","phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit gamma isoform X1 [KO:K00923] [EC:2.7.1.154]","418181"
"PIK3C2A","phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha isoform X1 [KO:K00923] [EC:2.7.1.154]","423070"
"PIK3C2B","phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit beta [KO:K00923] [EC:2.7.1.154]","419822"
"IPMK","inositol polyphosphate multikinase [KO:K00915] [EC:2.7.1.151 2.7.1.140]","101751177"
"ITPKB","inositol-trisphosphate 3-kinase B [KO:K00911] [EC:2.7.1.127]","416743"
"ITPKA","inositol-trisphosphate 3-kinase A [KO:K00911] [EC:2.7.1.127]","395694"
"INPP5A","type I inositol 1,4,5-trisphosphate 5-phosphatase isoform X1 [KO:K01106] [EC:3.1.3.56]","423973"
"INPP5J","phosphatidylinositol 4,5-bisphosphate 5-phosphatase A isoform X1 [KO:K01106] [EC:3.1.3.56]","416996"
"INPP5K","inositol polyphosphate 5-phosphatase K [KO:K01106] [EC:3.1.3.56]","771549"
"ITPK1","inositol-tetrakisphosphate 1-kinase [KO:K00913] [EC:2.7.1.134 2.7.1.159]","423421"
"IPPK","inositol-pentakisphosphate 2-kinase [KO:K10572] [EC:2.7.1.158]","415951"
"IP6K3","inositol hexakisphosphate kinase 3 [KO:K07756] [EC:2.7.4.21]","419908"
"IP6K2","inositol hexakisphosphate kinase 2 [KO:K07756] [EC:2.7.4.21]","416010"
"IP6K1","inositol hexakisphosphate kinase 1 isoform X1 [KO:K07756] [EC:2.7.4.21]","100857294"
"PPIP5K2","inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2 isoform X1 [KO:K13024] [EC:2.7.4.24]","427276"
"PPIP5K1","inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1 isoform X1 [KO:K13024] [EC:2.7.4.24]","415587"
"INPP1","inositol polyphosphate 1-phosphatase [KO:K01107] [EC:3.1.3.57]","107049248"
"IMPA1","inositol monophosphatase 1 isoform X1 [KO:K01092] [EC:3.1.3.25]","420199"
"IMPA2","inositol monophosphatase 2 [KO:K01092] [EC:3.1.3.25]","421032"
"IMPAD1","inositol monophosphatase 3 isoform X2 [KO:K15759] [EC:3.1.3.7 3.1.3.25]","421132"
"DGKQ","LOW QUALITY PROTEIN: diacylglycerol kinase theta [KO:K00901] [EC:2.7.1.107]","427381"
"DGKB","diacylglycerol kinase beta isoform X1 [KO:K00901] [EC:2.7.1.107]","772367"
"DGKE","diacylglycerol kinase epsilon [KO:K00901] [EC:2.7.1.107]","770911"
"DGKH","diacylglycerol kinase eta isoform X2 [KO:K00901] [EC:2.7.1.107]","769506"
"DGKZ","diacylglycerol kinase zeta [KO:K00901] [EC:2.7.1.107]","423197"
"DGKI","diacylglycerol kinase iota isoform X1 [KO:K00901] [EC:2.7.1.107]","418124"
"DGKK","diacylglycerol kinase delta isoform X1 [KO:K00901] [EC:2.7.1.107]","422129"
"DGKG","diacylglycerol kinase gamma isoform X2 [KO:K00901] [EC:2.7.1.107]","424839"
"DGKD","diacylglycerol kinase delta isoform X2 [KO:K00901] [EC:2.7.1.107]","424747"
"DGKA","LOW QUALITY PROTEIN: diacylglycerol kinase alpha [KO:K00901] [EC:2.7.1.107]","101748037"
"CDS1","phosphatidate cytidylyltransferase 1 [KO:K00981] [EC:2.7.7.41]","422611"
"CDS2","phosphatidate cytidylyltransferase 2 isoform X1 [KO:K00981] [EC:2.7.7.41]","419517"
"SETD7","histone-lysine N-methyltransferase SETD7 isoform X2 [KO:K11431] [EC:2.1.1.43]","422443"
"USP7","ubiquitin carboxyl-terminal hydrolase 7 isoform 2 [KO:K11838] [EC:3.4.19.12]","395126"
"STK4","serine/threonine-protein kinase 4 [KO:K04411]","419187"
"SGK2","serine/threonine-protein kinase Sgk2 isoform X2 [KO:K13303] [EC:2.7.11.1]","419166"
"SGK3","serine/threonine-protein kinase Sgk3 [KO:K13304] [EC:2.7.11.1]","420167"
"FOXO4","LOW QUALITY PROTEIN: forkhead box protein O4 [KO:K12358]","428703"
"FOXO6","forkhead box protein O6 [KO:K17847]","100857767"
"HOMER3","homer protein homolog 3 isoform X1 [KO:K15010]","420115"
"HOMER2","homer protein homolog 2 [KO:K15010]","415458"
"HOMER1","homer protein homolog 1 [KO:K15010]","427181"
"FOXG1","forkhead box protein G1 [KO:K09385]","396110"
"PLK2","serine/threonine-protein kinase PLK2 [KO:K08861] [EC:2.7.11.21]","427150"
"PLK4","serine/threonine-protein kinase PLK4 [KO:K08863] [EC:2.7.11.21]","422497"
"BCL6","B-cell lymphoma 6 protein homolog [KO:K15618]","424912"
"IL7R","interleukin-7 receptor subunit alpha precursor [KO:K05072]","426054"
"RAG1","V(D)J recombination-activating protein 1 [KO:K10628] [EC:2.3.2.27]","423164"
"RAG2","V(D)J recombination-activating protein 2 [KO:K10988]","423165"
"FBXO25","F-box only protein 25 isoform X2 [KO:K10305]","421906"
"FBXO32","F-box only protein 32 [KO:K10305]","420343"
"CCL1","C-C motif chemokine ligand 1 precursor [KO:K05514]","395552"
"CCL19","C-C motif chemokine 19 precursor [KO:K05512]","427406"
NA,"C-C motif chemokine 26 [KO:K16062]","100857191"
"CCL20","C-C motif chemokine 20 precursor [KO:K14625]","395082"
"CXCL13L3","C-X-C motif chemokine ligand 13-like 3 precursor [KO:K10032]","422511"
"CXCL14","C-X-C motif chemokine 14 precursor [KO:K10033]","395451"
"XCL1","X-C motif chemokine ligand 1 precursor [KO:K05507]","395914"
"CX3CL1","fractalkine precursor [KO:K05508]","415651"
"IL7","interleukin 7 precursor [KO:K05431]","420193"
"IL9","interleukin 9 precursor [KO:K05432]","416307"
"IL21","interleukin-21 precursor [KO:K05434]","554218"
"THPO","thrombopoietin precursor [KO:K06854]","414803"
"CSF3","myelomonocytic growth factor precursor [KO:K05423]","396216"
"IL11","interleukin-11 [KO:K05417]","107051287"
"CLCF1","cardiotrophin-like cytokine factor 1 isoform X3 [KO:K05421]","100858060"
"CNTF","ciliary neurotrophic factor [KO:K05420]","396488"
"LIF","leukemia inhibitory factor isoform X2 [KO:K05419]","427718"
"IL20","interleukin-20 [KO:K22667]","428265"
"IL22","interleukin-22 precursor [KO:K05445]","417838"
"IFNL3L","interferon lambda-3 [KO:K22669]","101751261"
"IFNL3A","interferon lambda-3 precursor [KO:K22669]","770778"
"IL17A","interleukin-17A precursor [KO:K05494]","395111"
"IL17F","interleukin-17F [KO:K05494]","428665"
"IL17B","interleukin-17B [KO:K05490]","427620"
"IL17C","interleukin-17C [KO:K05491]","100859040"
"IL16","interleukin 16 [KO:K22628]","374270"
"IL34","interleukin-34 [KO:K22633]","100858424"
"CSF1","macrophage colony-stimulating factor 1 precursor [KO:K05453]","100499189"
"TNFSF15","tumor necrosis factor ligand superfamily member 15 [KO:K05478]","417247"
"EDA","ectodysplasin-A isoform X1 [KO:K05480]","769069"
"TNFSF11","tumor necrosis factor ligand superfamily member 11 [KO:K05473]","428067"
"TNFSF8","tumor necrosis factor ligand superfamily member 8 [KO:K05471]","378930"
"TNFSF4","tumor necrosis factor ligand superfamily member 4 [KO:K05469]","424384"
"GDF15","growth/differentiation factor 15 [KO:K05504]","101748931"
"GDF2","dorsalin-1 precursor [KO:K05503]","396412"
"BMP10","bone morphogenetic protein 10 precursor [KO:K22670]","395177"
"INHA","inhibin alpha chain precursor [KO:K05500]","424197"
"BMP3","bone morphogenetic protein 3 precursor [KO:K05496]","422581"
"GDF10","growth/differentiation factor 10 [KO:K22674]","423776"
"GDF11","growth/differentiation factor 11 [KO:K22679]","107049246"
"MSTN","growth/differentiation factor 8 precursor [KO:K05497]","373964"
"GDF3","embryonic growth/differentiation factor 1 [KO:K05495]","396132"
"GDF9","growth/differentiation factor 9 [KO:K22673]","404533"
"BMP15","bone morphogenetic protein 15 precursor [KO:K05498]","428697"
"CCR8","C-C motif chemokine receptor 8 [KO:K04183]","420718"
"CCR8L","C-C chemokine receptor 8 like [KO:K04183]","776400"
"ACKR4","atypical chemokine receptor 4 [KO:K04186]","100859797"
"CCR7","C-C chemokine receptor type 7 precursor [KO:K04182]","428315"
"CCR4","C-C chemokine receptor type 4 [KO:K04179]","428457"
"CCR6","C-C chemokine receptor type 6 [KO:K04181]","769278"
"CXCR5","C-X-C chemokine receptor type 5 [KO:K04190]","419784"
"ACKR3","atypical chemokine receptor 3 [KO:K04304]","428997"
"XCR1","chemokine XC receptor 1 [KO:K04193]","428452"
"CX3CR1","CX3C chemokine receptor 1 [KO:K04192]","420719"
"IL4R","interleukin-4 receptor subunit alpha isoform X1 [KO:K05071]","416585"
"IL9R","interleukin-9 receptor isoform X1 [KO:K05073]","416587"
"IL21R","interleukin-21 receptor precursor [KO:K05075]","416586"
"CRLF2","cytokine receptor-like factor 2 [KO:K05078]","418668"
"IL5RA","interleukin-5 receptor subunit alpha [KO:K05067]","771801"
"CSF2RA","granulocyte-macrophage colony-stimulating factor receptor subunit alpha-like precursor [KO:K05066]","418666"
"GMSRAL","granulocyte-macrophage colony-stimulating factor receptor subunit alpha [KO:K05066]","101747500"
"IL13RA1","interleukin-13 receptor subunit alpha-1 [KO:K05076]","422230"
"IL13RA2","interleukin-13 receptor subunit alpha-2 precursor [KO:K05077]","422219"
"MPL","thrombopoietin receptor precursor [KO:K05082]","414804"
"CSF3R","granulocyte colony-stimulating factor receptor [KO:K05061]","419620"
"IL6R","interleukin-6 receptor subunit alpha precursor [KO:K05055]","693252"
"IL6ST","interleukin-6 receptor subunit beta precursor [KO:K05060]","395684"
"IL11RA","interleukin-11 receptor subunit alpha precursor [KO:K05056]","693251"
"IL12RB1","interleukin-12 receptor subunit beta-1 isoform X1 [KO:K05063]","101749221"
"IL12RB2","interleukin-12 receptor subunit beta-2 precursor [KO:K05064]","424705"
"IL31RA","interleukin-31 receptor subunit alpha isoform X1 [KO:K22630]","427140"
"CNTFR","ciliary neurotrophic factor receptor subunit alpha precursor [KO:K05059]","395885"
"LIFR","leukemia inhibitory factor receptor precursor [KO:K05058]","395262"
"OSMR","oncostatin-M-specific receptor subunit beta isoform X1 [KO:K05057]","427446"
"IL10RA","interleukin-10 receptor subunit alpha precursor [KO:K05134]","419771"
"IL10RB","interleukin-10 receptor subunit beta precursor [KO:K05135]","395663"
"IL20RA","interleukin-20 receptor subunit alpha isoform X2 [KO:K05136]","421686"
"IL20RB","interleukin-20 receptor subunit beta [KO:K05137]","768437"
"IL1R1","interleukin-1 receptor type 1 precursor [KO:K04386]","396481"
"IL1RAP","interleukin-1 receptor accessory protein isoform X2 [KO:K04723]","424908"
"IL1R2","interleukin-1 receptor type 2 isoform X2 [KO:K04387]","418715"
"IL1RL2","interleukin-1 receptor type 1 isoform X1 [KO:K05172]","418716"
"IL18R1","interleukin-18 receptor 1 precursor [KO:K05173]","418717"
"IL18RAP","interleukin-18 receptor accessory protein [KO:K05174]","101750396"
"IL1RL1","interleukin-1 receptor-like 1 isoform 3 precursor [KO:K05171]","374136"
"IL17RA","interleukin-17 receptor A precursor [KO:K05164]","418158"
"IL17RC","interleukin-17 receptor C [KO:K05166]","101750586"
"IL17RE","interleukin-17 receptor E [KO:K05168]","101752289"
"CSF1R","macrophage colony-stimulating factor 1 receptor precursor [KO:K05090] [EC:2.7.10.1]","396406"
"TNFRSF6B","tumor necrosis factor receptor superfamily member 6B isoform X1 [KO:K05143]","395096"
"TNFRSF25","tumor necrosis factor receptor superfamily member 25 [KO:K05160]","425564"
"TNFRSF21","tumor necrosis factor receptor superfamily member 21 precursor [KO:K05157]","422062"
"EDAR","tumor necrosis factor receptor superfamily member EDAR precursor [KO:K05162]","428015"
"EDA2R","tumor necrosis factor receptor superfamily member 27 [KO:K05163]","422166"
"NGFR","tumor necrosis factor receptor superfamily member 16 precursor [KO:K02583]","425805"
"TNFRSF11B","tumor necrosis factor receptor superfamily member 11B precursor [KO:K05148]","378803"
"TNFRSF11A","tumor necrosis factor receptor superfamily member 11A isoform X3 [KO:K05147]","769909"
"TNFRSF8","tumor necrosis factor receptor superfamily member 8 precursor [KO:K05145]","395090"
"TNFRSF9","tumor necrosis factor receptor superfamily member 9 [KO:K05146]","419365"
"TNFRSF4","tumor necrosis factor receptor superfamily member 4 precursor [KO:K05142]","101751037"
"TNFRSF18","tumor necrosis factor receptor superfamily member 18 precursor [KO:K05154]","419424"
"TNFRSF19","tumor necrosis factor receptor superfamily member 19 precursor [KO:K05155]","418943"
"RELT","tumor necrosis factor receptor superfamily member 19L isoform X2 [KO:K05156]","419067"
"ACVRL1","serine/threonine-protein kinase receptor R3 [KO:K13594] [EC:2.7.11.30]","100857446"
"GNAL","guanine nucleotide-binding protein G(olf) subunit alpha [KO:K04633]","474379"
"ATP2A3","sarcoplasmic/endoplasmic reticulum calcium ATPase 3 [KO:K05853] [EC:7.2.2.10]","395707"
"ATP2A2","sarcoplasmic/endoplasmic reticulum calcium ATPase 2 isoform 2 [KO:K05853] [EC:7.2.2.10]","396446"
"STIM1","stromal interaction molecule 1 [KO:K16059]","419082"
"STIM2","stromal interaction molecule 2 isoform X3 [KO:K18196]","422799"
"ORAI1","calcium release-activated calcium channel protein 1 [KO:K16056]","416845"
"ORAI2","protein orai-2 [KO:K16057]","417509"
NA,"LOW QUALITY PROTEIN: voltage-dependent P/Q-type calcium channel subunit alpha-1A [KO:K04344]","107049790"
"CACNA1B","voltage-dependent N-type calcium channel subunit alpha-1B [KO:K04849]","374169"
"CACNA1E","voltage-dependent R-type calcium channel subunit alpha-1E isoform X1 [KO:K04852]","424412"
"CACNA1G","voltage-dependent T-type calcium channel subunit alpha-1G isoform X1 [KO:K04854]","769385"
"CACNA1H","voltage-dependent T-type calcium channel subunit alpha-1H isoform X1 [KO:K04855]","416526"
"CACNA1I","voltage-dependent T-type calcium channel subunit alpha-1I isoform X1 [KO:K04856]","427900"
"ERBB3","receptor tyrosine-protein kinase erbB-3 precursor [KO:K05084] [EC:2.7.10.1]","693245"
"ERBB4","receptor tyrosine-protein kinase erbB-4 [KO:K05085] [EC:2.7.10.1]","395671"
"GNA14","guanine nucleotide-binding protein subunit alpha-14 isoform X1 [KO:K04636]","431611"
"CD38","ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1 [KO:K01242] [EC:2.4.99.20 3.2.2.6]","422827"
"TPCN1","two pore calcium channel protein 1 isoform X1 [KO:K16896]","417033"
"TPCN2","two pore calcium channel protein 2 [KO:K14077]","423141"
"PPIF","peptidyl-prolyl cis-trans isomerase F, mitochondrial [KO:K09565] [EC:5.2.1.8]","423723"
"TNNC2","troponin C, skeletal muscle [KO:K12042]","396434"
"CAMK1G","calcium/calmodulin-dependent protein kinase type 1G isoform X2 [KO:K08794] [EC:2.7.11.17]","419859"
"CAMK1","calcium/calmodulin-dependent protein kinase type 1 isoform X1 [KO:K08794] [EC:2.7.11.17]","416049"
"CAMK1D","calcium/calmodulin-dependent protein kinase type 1D [KO:K08794] [EC:2.7.11.17]","425522"
"PDE1A","calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A isoform X1 [KO:K13755] [EC:3.1.4.17]","424116"
"PDE1C","calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1C isoform X1 [KO:K13755] [EC:3.1.4.17]","420752"
"PDE1B","calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1B isoform X1 [KO:K13755] [EC:3.1.4.17]","777528"
"TGFA","protransforming growth factor alpha precursor [KO:K08774]","414743"
"AREG","amphiregulin precursor [KO:K09782]","428752"
"ABL2","tyrosine-protein kinase ABL2 isoform X1 [KO:K08887] [EC:2.7.10.2]","395410"
"NCK2","cytoplasmic protein NCK2 [KO:K19862]","418727"
"BTC","probetacellulin precursor [KO:K09783]","448833"
"EREG","proepiregulin precursor [KO:K09784]","408036"
"NRG1","pro-neuregulin-1, membrane-bound isoform [KO:K05455]","373906"
"NRG2","pro-neuregulin-2, membrane-bound isoform isoform X1 [KO:K05456]","427606"
"GAB1","GRB2-associated-binding protein 1 isoform X1 [KO:K09593]","422456"
"NRG3","LOW QUALITY PROTEIN: pro-neuregulin-3, membrane-bound isoform [KO:K05457]","428937"
"NRG4","pro-neuregulin-4, membrane-bound isoform [KO:K05458]","415354"
"RASGRF2","ras-specific guanine nucleotide-releasing factor 2 isoform X4 [KO:K12326]","100859132"
"RASGRP1","RAS guanyl-releasing protein 1 isoform X1 [KO:K04350]","423290"
