"gene.symbol","description","entrezgene"
"Pros1","protein S (alpha) [KO:K03908]","19128"
"Serpinb2","serine (or cysteine) peptidase inhibitor, clade B, member 2 [KO:K19821]","18788"
"Serpina1a","serine (or cysteine) peptidase inhibitor, clade A, member 1A [KO:K03984]","20700"
"Serpina1b","serine (or cysteine) preptidase inhibitor, clade A, member 1B [KO:K03984]","20701"
"Serpina1c","serine (or cysteine) peptidase inhibitor, clade A, member 1C [KO:K03984]","20702"
"Serpina1d","serine (or cysteine) peptidase inhibitor, clade A, member 1D [KO:K03984]","20703"
"Serpina1e","serine (or cysteine) peptidase inhibitor, clade A, member 1E [KO:K03984]","20704"
"Serpinf2","serine (or cysteine) peptidase inhibitor, clade F, member 2 [KO:K03983]","18816"
"A2m","alpha-2-macroglobulin [KO:K03910]","232345"
"Vsig4","V-set and immunoglobulin domain containing 4 [KO:K19822]","278180"
"Clu","clusterin [KO:K17252]","12759"
"Klf4","Kruppel-like factor 4 (gut) [KO:K17846]","16600"
"Sox2","SRY (sex determining region Y)-box 2 [KO:K16796]","20674"
"Tbx3","T-box 3 [KO:K10177]","21386"
"Inhba","inhibin beta-A [KO:K04667]","16323"
"Inhbb","inhibin beta-B [KO:K22687]","16324"
"Inhbc","inhibin beta-C [KO:K22688]","16325"
"Inhbe","inhibin beta-E [KO:K22689]","16326"
"Nodal","nodal [KO:K04666]","18119"
"Acvr1b","activin A receptor, type 1B [KO:K13567] [EC:2.7.11.30]","11479"
"Acvr1c","activin A receptor, type IC [KO:K13568] [EC:2.7.11.30]","269275"
"Smad5","SMAD family member 5 [KO:K16790]","17129"
"Smad9","SMAD family member 9 [KO:K16791]","55994"
"Id1","inhibitor of DNA binding 1 [KO:K04680]","15901"
"Id3","inhibitor of DNA binding 3 [KO:K17694]","15903"
"Id4","inhibitor of DNA binding 4 [KO:K17695]","15904"
"Dusp9","dual specificity phosphatase 9 [KO:K18498] [EC:3.1.3.48 3.1.3.16]","75590"
"Esrrb","estrogen related receptor, beta [KO:K08553]","26380"
"Pou5f1","POU domain, class 5, transcription factor 1 [KO:K09367]","18999"
"Hesx1","homeobox gene expressed in ES cells [KO:K09354]","15209"
"Zic3","zinc finger protein of the cerebellum 3 [KO:K18487]","22773"
"Skil","SKI-like [KO:K18499]","20482"
"Smarcad1","SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1 [KO:K14439] [EC:3.6.4.12]","13990"
"Kat6a","K(lysine) acetyltransferase 6A [KO:K11305] [EC:2.3.1.48]","244349"
"Setdb1","SET domain, bifurcated 1 [KO:K11421] [EC:2.1.1.43]","84505"
"Jarid2","jumonji, AT rich interactive domain 2 [KO:K11478]","16468"
"Rif1","replication timing regulatory factor 1 [KO:K11138]","51869"
"Pcgf1","polycomb group ring finger 1 [KO:K11487]","69837"
"Pcgf2","polycomb group ring finger 2 [KO:K11460]","22658"
"Pcgf3","polycomb group ring finger 3 [KO:K11488]","69587"
"Pcgf5","polycomb group ring finger 5 [KO:K11489]","76073"
"Pcgf6","polycomb group ring finger 6 [KO:K11470]","71041"
"Lhx5","LIM homeobox protein 5 [KO:K18493]","16873"
"Otx1","orthodenticle homeobox 1 [KO:K09326]","18423"
"Neurog1","neurogenin 1 [KO:K09081]","18014"
"Hand1","heart and neural crest derivatives expressed 1 [KO:K09071]","15110"
"Dlx5","distal-less homeobox 5 [KO:K18489]","13395"
"Myf5","myogenic factor 5 [KO:K18484]","17877"
"Isl1","ISL1 transcription factor, LIM/homeodomain [KO:K09370]","16392"
"Zfhx3","zinc finger homeobox 3 [KO:K09378]","11906"
"Esx1","extraembryonic, spermatogenesis, homeobox 1 [KO:K18491]","13984"
"Hoxb1","homeobox B1 [KO:K09301]","15407"
"Lefty2","left-right determination factor 2 [KO:K04668]","320202"
"Gjd2","gap junction protein, delta 2 [KO:K07373]","14617"
"Tuba4a","tubulin, alpha 4A [KO:K07374]","22145"
"Tuba3a","tubulin, alpha 3A [KO:K07374]","22144"
"Tuba1a","tubulin, alpha 1A [KO:K07374]","22142"
"Tuba1c","tubulin, alpha 1C [KO:K07374]","22146"
"Tuba3b","tubulin, alpha 3B [KO:K07374]","22147"
"Tuba1b","tubulin, alpha 1B [KO:K07374]","22143"
"Tuba8","tubulin, alpha 8 [KO:K07374]","53857"
"Tubal3","tubulin, alpha-like 3 [KO:K07374]","238463"
"Tubb4b","tubulin, beta 4B class IVB [KO:K07375]","227613"
"Tubb2a","tubulin, beta 2A class IIA [KO:K07375]","22151"
"Tubb3","tubulin, beta 3 class III [KO:K07375]","22152"
"Tubb4a","tubulin, beta 4A class IVA [KO:K07375]","22153"
"Tubb6","tubulin, beta 6 class V [KO:K07375]","67951"
"Tubb5","tubulin, beta 5 class I [KO:K07375]","22154"
"Tubb1","tubulin, beta 1 class VI [KO:K07375]","545486"
"Tubb2b","tubulin, beta 2B class IIB [KO:K07375]","73710"
"Bves","blood vessel epicardial substance [KO:K21108]","23828"
"Mpp4","membrane protein, palmitoylated 4 (MAGUK p55 subfamily member 4) [KO:K21109]","227157"
"Tjp3","tight junction protein 3 [KO:K06097]","27375"
"Mpdz","multiple PDZ domain protein [KO:K06095]","17475"
"Amot","angiomotin [KO:K16819]","27494"
"Amotl1","angiomotin-like 1 [KO:K06104]","75723"
"Amotl2","angiomotin-like 2 [KO:K06104]","56332"
"Arhgap17","Rho GTPase activating protein 17 [KO:K20638]","70497"
"Nf2","neurofibromin 2 [KO:K16684]","18016"
"Tjap1","tight junction associated protein 1 [KO:K06105]","74094"
"Cgn","cingulin [KO:K06102]","70737"
"Cgnl1","cingulin-like 1 [KO:K21110]","68178"
"Marveld3","MARVEL (membrane-associating) domain containing 3 [KO:K21099]","73608"
"Ybx3","Y box protein 3 [KO:K06099]","56449"
"Sympk","symplekin [KO:K06100]","68188"
"Actr2","ARP2 actin-related protein 2 [KO:K17260]","66713"
"Actr3b","ARP3 actin-related protein 3B [KO:K18584]","242894"
"Actr3","ARP3 actin-related protein 3 [KO:K18584]","74117"
"Whamm","WAS protein homolog associated with actin, golgi membranes and microtubules [KO:K20479]","434204"
"Rab13","RAB13, member RAS oncogene family [KO:K06109]","68328"
"Arhgef18","rho/rac guanine nucleotide exchange factor (GEF) 18 [KO:K21066]","102098"
"Epb41l4b","erythrocyte membrane protein band 4.1 like 4b [KO:K21111]","54357"
"Myh1","myosin, heavy polypeptide 1, skeletal muscle, adult [KO:K10352]","17879"
"Myh11","myosin, heavy polypeptide 11, smooth muscle [KO:K10352]","17880"
"Myh2","myosin, heavy polypeptide 2, skeletal muscle, adult [KO:K10352]","17882"
"Myh3","myosin, heavy polypeptide 3, skeletal muscle, embryonic [KO:K10352]","17883"
"Myh4","myosin, heavy polypeptide 4, skeletal muscle [KO:K10352]","17884"
"Myh8","myosin, heavy polypeptide 8, skeletal muscle, perinatal [KO:K10352]","17885"
"Myh13","myosin, heavy polypeptide 13, skeletal muscle [KO:K10352]","544791"
"Myh15","myosin, heavy chain 15 [KO:K10352]","667772"
"Myh7b","myosin, heavy chain 7B, cardiac muscle, beta [KO:K10352]","668940"
"Igsf5","immunoglobulin superfamily, member 5 [KO:K06786]","72058"
"Synpo","synaptopodin [KO:K21112]","104027"
"Micall2","MICAL-like 2 [KO:K21068]","231830"
"Rab8b","RAB8B, member RAS oncogene family [KO:K07902]","235442"
"Rapgef6","Rap guanine nucleotide exchange factor (GEF) 6 [KO:K08020]","192786"
"Tjp2","tight junction protein 2 [KO:K06098]","21873"
"Rapgef2","Rap guanine nucleotide exchange factor (GEF) 2 [KO:K08018]","76089"
"Rap2c","RAP2C, member of RAS oncogene family [KO:K07839]","72065"
"Marveld2","MARVEL (membrane-associating) domain containing 2 [KO:K17291]","218518"
"Nectin2","nectin cell adhesion molecule 2 [KO:K06531]","19294"
"Nectin3","nectin cell adhesion molecule 3 [KO:K06592]","58998"
"Nectin4","nectin cell adhesion molecule 4 [KO:K06593]","71740"
"Farp2","FERM, RhoGEF and pleckstrin domain protein 2 [KO:K06082]","227377"
"Lmo7","LIM domain only 7 [KO:K06084]","380928"
"Ssx2ip","synovial sarcoma, X 2 interacting protein [KO:K06085]","99167"
"Ptprm","protein tyrosine phosphatase, receptor type, M [KO:K05693] [EC:3.1.3.48]","19274"
"Ptprb","protein tyrosine phosphatase, receptor type, B [KO:K05694] [EC:3.1.3.48]","19263"
"Ptprj","protein tyrosine phosphatase, receptor type, J [KO:K05698] [EC:3.1.3.48]","19271"
"Yes1","YES proto-oncogene 1, Src family tyrosine kinase [KO:K05705] [EC:2.7.10.2]","22612"
"Snai2","snail family zinc finger 2 [KO:K05706]","20583"
"Snai1","snail family zinc finger 1 [KO:K05707]","20613"
"Nlk","nemo like kinase [KO:K04468] [EC:2.7.11.24]","18099"
"Acp1","acid phosphatase 1, soluble [KO:K14394] [EC:3.1.3.48 3.1.3.2]","11431"
"Fer","fer (fms/fps related) protein kinase [KO:K08889] [EC:2.7.10.2]","14158"
"Cd274","CD274 antigen [KO:K06745]","60533"
"Pdcd1lg2","programmed cell death 1 ligand 2 [KO:K06708]","58205"
"Cd276","CD276 antigen [KO:K06746]","102657"
"Vtcn1","V-set domain containing T cell activation inhibitor 1 [KO:K06747]","242122"
"Alcam","activated leukocyte cell adhesion molecule [KO:K06547]","11658"
"Cd6","CD6 antigen [KO:K06456]","12511"
"Pvr","poliovirus receptor [KO:K06539]","52118"
"Cd226","CD226 antigen [KO:K06567]","225825"
"Tigit","T cell immunoreceptor with Ig and ITIM domains [KO:K16350]","100043314"
"Siglec1","sialic acid binding Ig-like lectin 1, sialoadhesin [KO:K06548]","20612"
"Spn","sialophorin [KO:K06477]","20737"
"Sell","selectin, lymphocyte [KO:K06495]","20343"
"Glycam1","glycosylation dependent cell adhesion molecule 1 [KO:K06815]","14663"
"Glg1","golgi apparatus protein 1 [KO:K06816]","20340"
"L1cam","L1 cell adhesion molecule [KO:K06550]","16728"
"Cadm1","cell adhesion molecule 1 [KO:K06781]","54725"
"Negr1","neuronal growth regulator 1 [KO:K06775]","320840"
"Ntng1","netrin G1 [KO:K07522]","80883"
"Lrrc4c","leucine rich repeat containing 4C [KO:K07523]","241568"
"Ntng2","netrin G2 [KO:K16359]","171171"
"Lrrc4","leucine rich repeat containing 4 [KO:K16351]","192198"
"Lrrc4b","leucine rich repeat containing 4B [KO:K16360]","272381"
"Sdc3","syndecan 3 [KO:K16337]","20970"
"Nrxn3","neurexin III [KO:K07377]","18191"
"Nrxn2","neurexin II [KO:K07377]","18190"
"Nrxn1","neurexin I [KO:K07377]","18189"
"Nlgn1","neuroligin 1 [KO:K07378]","192167"
"Nlgn3","neuroligin 3 [KO:K07378]","245537"
"Nlgn2","neuroligin 2 [KO:K07378]","216856"
"Cadm3","cell adhesion molecule 3 [KO:K06780]","94332"
"Nrcam","neuronal cell adhesion molecule [KO:K06756]","319504"
"Cntn1","contactin 1 [KO:K06759]","12805"
"Cntn2","contactin 2 [KO:K06760]","21367"
"Nfasc","neurofascin [KO:K06757]","269116"
"Cntnap1","contactin associated protein-like 1 [KO:K07379]","53321"
"Cntnap2","contactin associated protein-like 2 [KO:K07380]","66797"
"Mpz","myelin protein zero [KO:K06770]","17528"
"Mpzl1","myelin protein zero-like 1 [KO:K06770]","68481"
"Mag","myelin-associated glycoprotein [KO:K06771]","17136"
"Vcan","versican [KO:K06793]","13003"
"Cdh3","cadherin 3 [KO:K06796]","12560"
"Cdh4","cadherin 4 [KO:K06797]","12561"
"Cdh15","cadherin 15 [KO:K06809]","12555"
"Neo1","neogenin [KO:K06766]","18007"
"Agrn","agrin [KO:K06254]","11603"
"Sv2a","synaptic vesicle glycoprotein 2 a [KO:K06258]","64051"
"Sv2b","synaptic vesicle glycoprotein 2 b [KO:K06258]","64176"
"Sv2c","synaptic vesicle glycoprotein 2c [KO:K06258]","75209"
"Cd47","CD47 antigen (Rh-related antigen, integrin-associated signal transducer) [KO:K06266]","16423"
"Hmmr","hyaluronan mediated motility receptor (RHAMM) [KO:K06267]","15366"
"Npnt","nephronectin [KO:K06824]","114249"
"Rasgrf1","RAS protein-specific guanine nucleotide-releasing factor 1 [KO:K04349]","19417"
"Zyx","zyxin [KO:K06273]","22793"
"Parvb","parvin, beta [KO:K06275]","170736"
"Parva","parvin, alpha [KO:K06275]","57342"
"Parvg","parvin, gamma [KO:K06275]","64099"
"Dchs1","dachsous cadherin related 1 [KO:K16507]","233651"
"Fat4","FAT atypical cadherin 4 [KO:K16669]","329628"
"Wwc1","WW, C2 and coiled-coil domain containing 1 [KO:K16685]","211652"
"Frmd6","FERM domain containing 6 [KO:K16822]","319710"
"Rassf6","Ras association (RalGDS/AF-6) domain family member 6 [KO:K09854]","73246"
"Stk3","serine/threonine kinase 3 [KO:K04412]","56274"
"Sav1","salvador family WW domain containing 1 [KO:K16686]","64010"
"Lats1","large tumor suppressor [KO:K08791] [EC:2.7.11.1]","16798"
"Lats2","large tumor suppressor 2 [KO:K08791] [EC:2.7.11.1]","50523"
"Mob1a","MOB kinase activator 1A [KO:K06685]","232157"
"Mob1b","MOB kinase activator 1B [KO:K06685]","68473"
"Ajuba","ajuba LIM protein [KO:K16682]","16475"
"Wtip","WT1-interacting protein [KO:K16682]","101543"
"Limd1","LIM domains containing 1 [KO:K16682]","29806"
"Yap1","yes-associated protein 1 [KO:K16687]","22601"
"Wwtr1","WW domain containing transcription regulator 1 [KO:K16820]","97064"
"Tead1","TEA domain family member 1 [KO:K09448]","21676"
"Tead4","TEA domain family member 4 [KO:K09448]","21679"
"Tead3","TEA domain family member 3 [KO:K09448]","21678"
"Tead2","TEA domain family member 2 [KO:K09448]","21677"
"Rassf2","Ras association (RalGDS/AF-6) domain family member 2 [KO:K09851]","215653"
"Rassf4","Ras association (RalGDS/AF-6) domain family member 4 [KO:K09851]","213391"
"Crb2","crumbs family member 2 [KO:K16681]","241324"
"Crb1","crumbs family member 1, photoreceptor morphogenesis associated [KO:K16681]","170788"
"Trp53bp2","transformation related protein 53 binding protein 2 [KO:K16823]","209456"
"Ccn2","cellular communication network factor 1 [KO:K06827]","14219"
"Afp","alpha fetoprotein [KO:K16144]","11576"
"Smad7","SMAD family member 7 [KO:K19631]","17131"
"Bmp5","bone morphogenetic protein 5 [KO:K04663]","12160"
"Bmp7","bone morphogenetic protein 7 [KO:K16621]","12162"
"Gdf5","growth differentiation factor 5 [KO:K04664]","14563"
"Gdf6","growth differentiation factor 6 [KO:K20012]","242316"
"Gdf7","growth differentiation factor 7 [KO:K20013]","238057"
"Amh","anti-Mullerian hormone [KO:K04665]","11705"
"Nkd1","naked cuticle 1 [KO:K03213]","93960"
"Tnfrsf11b","tumor necrosis factor receptor superfamily, member 11b (osteoprotegerin) [KO:K05148]","18383"
"Fosl2","fos-like antigen 2 [KO:K09030]","14284"
"Oscar","osteoclast associated receptor [KO:K14377]","232790"
"Pira1","paired-Ig-like receptor A1 [KO:K06512]","18722"
"Lilra6","leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 6 [KO:K06512]","18726"
"Pira4","paired-Ig-like receptor A4 [KO:K06512]","18727"
"Pira6","paired-Ig-like receptor A6 [KO:K06512]","18729"
"Lilra5","leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 5 [KO:K06512]","232801"
"Lilrb4a","leukocyte immunoglobulin-like receptor, subfamily B, member 4A [KO:K06512]","14728"
"Pira11","paired-Ig-like receptor A11 [KO:K06512]","18724"
"Gm14548","predicted gene 14548 [KO:K06512]","100038909"
"Pira2","paired-Ig-like receptor A2 [KO:K06512]","18725"
"Gm15448","predicted gene 15448 [KO:K06512]","100041146"
"Pira7","paired-Ig-like receptor A7 [KO:K06512]","18730"
"Trem2","triggering receptor expressed on myeloid cells 2 [KO:K14378]","83433"
"Sirpa","signal-regulatory protein alpha [KO:K06551]","19261"
"Sirpb1b","signal-regulatory protein beta 1B [KO:K06551]","668101"
"Sirpb1c","signal-regulatory protein beta 1C [KO:K06551]","100038947"
"Gm9733","predicted gene 9733 [KO:K06551]","751864"
"Sirpb1a","signal-regulatory protein beta 1A [KO:K06551]","320832"
"Calcr","calcitonin receptor [KO:K04576]","12311"
"Fhl2","four and a half LIM domains 2 [KO:K14380]","14200"
"Apln","apelin [KO:K05225]","30878"
"Aplnr","apelin receptor [KO:K04174]","23796"
"Myl4","myosin, light polypeptide 4 [KO:K12750]","17896"
"Pik3r4","phosphoinositide-3-kinase regulatory subunit 4 [KO:K08333] [EC:2.7.11.1]","75669"
"Mef2b","myocyte enhancer factor 2B [KO:K09261]","17259"
"Gm45929","predicted gene, 45929 [KO:K09261]","105980076"
"Sh2d2a","SH2 domain containing 2A [KO:K08273]","27371"
"Mapkapk3","mitogen-activated protein kinase-activated protein kinase 3 [KO:K04444] [EC:2.7.11.1]","102626"
"Ntn1","netrin 1 [KO:K06843]","18208"
"Ntn3","netrin 3 [KO:K06844]","18209"
"Ntn4","netrin 4 [KO:K06845]","57764"
"Trpc3","transient receptor potential cation channel, subfamily C, member 3 [KO:K04966]","22065"
"Trpc4","transient receptor potential cation channel, subfamily C, member 4 [KO:K04967]","22066"
"Trpc5","transient receptor potential cation channel, subfamily C, member 5 [KO:K04968]","22067"
"Trpc6","transient receptor potential cation channel, subfamily C, member 6 [KO:K04969]","22068"
"Ablim2","actin-binding LIM protein 2 [KO:K07520]","231148"
"Ablim1","actin-binding LIM protein 1 [KO:K07520]","226251"
"Ablim3","actin binding LIM protein family, member 3 [KO:K07520]","319713"
"Unc5a","unc-5 netrin receptor A [KO:K07521]","107448"
"Unc5b","unc-5 netrin receptor B [KO:K07521]","107449"
"Unc5c","unc-5 netrin receptor C [KO:K07521]","22253"
"Unc5d","unc-5 netrin receptor D [KO:K07521]","210801"
"Rgma","repulsive guidance molecule family member A [KO:K23096]","244058"
"Efna1","ephrin A1 [KO:K05462]","13636"
"Efna2","ephrin A2 [KO:K05462]","13637"
"Efna4","ephrin A4 [KO:K05462]","13639"
"Efna5","ephrin A5 [KO:K05462]","13640"
"Efna3","ephrin A3 [KO:K05462]","13638"
"Efnb1","ephrin B1 [KO:K05463]","13641"
"Efnb2","ephrin B2 [KO:K05463]","13642"
"Efnb3","ephrin B3 [KO:K05463]","13643"
"Epha1","Eph receptor A1 [KO:K05102] [EC:2.7.10.1]","13835"
"Epha2","Eph receptor A2 [KO:K05103] [EC:2.7.10.1]","13836"
"Epha3","Eph receptor A3 [KO:K05104] [EC:2.7.10.1]","13837"
"Epha4","Eph receptor A4 [KO:K05105] [EC:2.7.10.1]","13838"
"Epha5","Eph receptor A5 [KO:K05106] [EC:2.7.10.1]","13839"
"Epha6","Eph receptor A6 [KO:K05107] [EC:2.7.10.1]","13840"
"Epha7","Eph receptor A7 [KO:K05108] [EC:2.7.10.1]","13841"
"Epha8","Eph receptor A8 [KO:K05109] [EC:2.7.10.1]","13842"
"Ephb1","Eph receptor B1 [KO:K05110] [EC:2.7.10.1]","270190"
"Ephb2","Eph receptor B2 [KO:K05111] [EC:2.7.10.1]","13844"
"Ephb3","Eph receptor B3 [KO:K05112] [EC:2.7.10.1]","13845"
"Ephb4","Eph receptor B4 [KO:K05113] [EC:2.7.10.1]","13846"
"Ephb6","Eph receptor B6 [KO:K05114] [EC:2.7.10.1]","13848"
"Rasa1","RAS p21 protein activator 1 [KO:K04352]","218397"
"Ngef","neuronal guanine nucleotide exchange factor [KO:K07525]","53972"
"Rgs3","regulator of G-protein signaling 3 [KO:K07524]","50780"
"Slit1","slit guidance ligand 1 [KO:K06838]","20562"
"Slit2","slit guidance ligand 2 [KO:K06839]","20563"
"Slit3","slit guidance ligand 3 [KO:K06850]","20564"
"Robo1","roundabout guidance receptor 1 [KO:K06753]","19876"
"Robo2","roundabout guidance receptor 2 [KO:K06754]","268902"
"Robo3","roundabout guidance receptor 3 [KO:K06755]","19649"
"Srgap1","SLIT-ROBO Rho GTPase activating protein 1 [KO:K07526]","117600"
"Srgap2","SLIT-ROBO Rho GTPase activating protein 2 [KO:K07526]","14270"
"Srgap3","SLIT-ROBO Rho GTPase activating protein 3 [KO:K07526]","259302"
"Sema3a","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A [KO:K06840]","20346"
"Sema3b","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B [KO:K06840]","20347"
"Sema3c","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C [KO:K06840]","20348"
"Sema3d","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3D [KO:K06840]","108151"
"Sema3e","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E [KO:K06840]","20349"
"Sema3f","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F [KO:K06840]","20350"
"Sema3g","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3G [KO:K06840]","218877"
"Plxna2","plexin A2 [KO:K06820]","18845"
"Plxna3","plexin A3 [KO:K06820]","18846"
"Plxna4","plexin A4 [KO:K06820]","243743"
"Plxna1","plexin A1 [KO:K06820]","18844"
"Rhod","ras homolog family member D [KO:K07530]","11854"
"Rnd1","Rho family GTPase 1 [KO:K07531]","223881"
"Fes","feline sarcoma oncogene [KO:K07527] [EC:2.7.10.2]","14159"
"Dpysl5","dihydropyrimidinase-like 5 [KO:K07529]","65254"
"Dpysl2","dihydropyrimidinase-like 2 [KO:K07528]","12934"
"Sema4b","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4B [KO:K06521]","20352"
"Sema4c","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C [KO:K06521]","20353"
"Sema4d","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D [KO:K06521]","20354"
"Sema4f","sema domain, immunoglobulin domain (Ig), TM domain, and short cytoplasmic domain [KO:K06521]","20355"
"Sema4g","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4G [KO:K06521]","26456"
"Sema4a","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A [KO:K06521]","20351"
"Sema5a","sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A [KO:K06841]","20356"
"Sema5b","sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5B [KO:K06841]","20357"
"Sema6a","sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A [KO:K06842]","20358"
"Sema6b","sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6B [KO:K06842]","20359"
"Sema6c","sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6C [KO:K06842]","20360"
"Sema6d","sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D [KO:K06842]","214968"
"Plxnb1","plexin B1 [KO:K06821]","235611"
"Plxnb2","plexin B2 [KO:K06821]","140570"
"Plxnb3","plexin B3 [KO:K06821]","140571"
"Sema7a","sema domain, immunoglobulin domain (Ig), and GPI membrane anchor, (semaphorin) 7A [KO:K06529]","20361"
"Plxnc1","plexin C1 [KO:K06572]","54712"
"Boc","biregional cell adhesion molecule-related/down-regulated by oncogenes (Cdon) binding protein [KO:K20020]","117606"
"Ryk","receptor-like tyrosine kinase [KO:K05128] [EC:2.7.10.1]","20187"
"Chrd","chordin [KO:K04657]","12667"
"Nog","noggin [KO:K04658]","18121"
"Nbl1","neuroblastoma, suppression of tumorigenicity 1 [KO:K19558]","17965"
"Fmod","fibromodulin [KO:K08121]","14264"
"Lefty1","left right determination factor 1 [KO:K04668]","13590"
"Fst","follistatin [KO:K04661]","14313"
"Ltbp1","latent transforming growth factor beta binding protein 1 [KO:K19559]","268977"
"Hfe2","hemochromatosis type 2 (juvenile) [KO:K23100]","69585"
"Rgmb","repulsive guidance molecule family member B [KO:K06847]","68799"
"Amhr2","anti-Mullerian hormone type 2 receptor [KO:K04672] [EC:2.7.11.30]","110542"
"Bambi","BMP and activin membrane-bound inhibitor [KO:K10162]","68010"
"Smad6","SMAD family member 6 [KO:K04677]","17130"
"Smurf2","SMAD specific E3 ubiquitin protein ligase 2 [KO:K04678] [EC:2.3.2.26]","66313"
"Smurf1","SMAD specific E3 ubiquitin protein ligase 1 [KO:K04678] [EC:2.3.2.26]","75788"
"Zfyve16","zinc finger, FYVE domain containing 16 [KO:K04679]","218441"
"Zfyve9","zinc finger, FYVE domain containing 9 [KO:K04679]","230597"
"Hamp2","hepcidin antimicrobial peptide 2 [KO:K23106]","66438"
"Hamp","hepcidin antimicrobial peptide [KO:K23106]","84506"
"E2f4","E2F transcription factor 4 [KO:K04682]","104394"
"E2f5","E2F transcription factor 5 [KO:K04682]","13559"
"Tfdp1","transcription factor Dp 1 [KO:K04683]","21781"
"Tgif1","TGFB-induced factor homeobox 1 [KO:K19383]","21815"
"Tgif2","TGFB-induced factor homeobox 2 [KO:K19553]","228839"
"Pitx2","paired-like homeodomain transcription factor 2 [KO:K04686]","18741"
"Gpr161","G protein-coupled receptor 161 [KO:K08439]","240888"
"Csnk1g2","casein kinase 1, gamma 2 [KO:K08958] [EC:2.7.11.1]","103236"
"Csnk1g1","casein kinase 1, gamma 1 [KO:K08958] [EC:2.7.11.1]","214897"
"Csnk1g3","casein kinase 1, gamma 3 [KO:K08958] [EC:2.7.11.1]","70425"
"Dhh","desert hedgehog [KO:K11990]","13363"
"Cdon","cell adhesion molecule-related/down-regulated by oncogenes [KO:K20033]","57810"
"Gas1","growth arrest specific 1 [KO:K06232]","14451"
"Evc","EvC ciliary complex subunit 1 [KO:K19605]","59056"
"Evc2","EvC ciliary complex subunit 2 [KO:K19608]","68525"
"Kif3a","kinesin family member 3A [KO:K10394]","16568"
"Cul3","cullin 3 [KO:K03869]","26554"
"Spop","speckle-type POZ protein [KO:K10523]","20747"
"Spopl","speckle-type POZ protein-like [KO:K10523]","76857"
"Numb","NUMB endocytic adaptor protein [KO:K06057]","18222"
"Numbl","numb-like [KO:K06057]","18223"
"Dtx1","deltex 1, E3 ubiquitin ligase [KO:K06058] [EC:2.3.2.27]","14357"
"Dtx4","deltex 4, E3 ubiquitin ligase [KO:K06058] [EC:2.3.2.27]","207521"
"Dtx3l","deltex 3-like, E3 ubiquitin ligase [KO:K06058] [EC:2.3.2.27]","209200"
"Dtx2","deltex 2, E3 ubiquitin ligase [KO:K06058] [EC:2.3.2.27]","74198"
"Dtx3","deltex 3, E3 ubiquitin ligase [KO:K06058] [EC:2.3.2.27]","80904"
"Porcn","porcupine O-acyltransferase [KO:K00181] [EC:2.3.1.250]","53627"
"Cer1","cerberus 1, DAN family BMP antagonist [KO:K01645]","12622"
"Notum","notum palmitoleoyl-protein carboxylesterase [KO:K19882] [EC:3.1.1.98]","77583"
"Wif1","Wnt inhibitory factor 1 [KO:K01691]","24117"
"Serpinf1","serine (or cysteine) peptidase inhibitor, clade F, member 1 [KO:K19614]","20317"
"Dkk1","dickkopf WNT signaling pathway inhibitor 1 [KO:K02165]","13380"
"Dkk2","dickkopf WNT signaling pathway inhibitor 2 [KO:K02165]","56811"
"Dkk4","dickkopf WNT signaling pathway inhibitor 4 [KO:K02165]","234130"
"Sfrp1","secreted frizzled-related protein 1 [KO:K02166]","20377"
"Sfrp2","secreted frizzled-related protein 2 [KO:K02176]","20319"
"Sfrp4","secreted frizzled-related protein 4 [KO:K02185]","20379"
"Sfrp5","secreted frizzled-related sequence protein 5 [KO:K02222]","54612"
"Rspo1","R-spondin 1 [KO:K19471]","192199"
